Year,Jurisdiction,Category,Management,Fate,Tonnes,Core or non-core,Jurisdiction_State
2019-2020,ACT,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,0,Core waste,Australian Capital Territory
2019-2020,ACT,Unclassified materials,Landfill,Disposal,12221.73552,Core waste,Australian Capital Territory
2019-2020,ACT,Unclassified materials,Recycling,Recycling,61.68577006,Core waste,Australian Capital Territory
2019-2020,ACT,Unclassified materials,Waste reuse,Waste reuse,10715.8,Core waste,Australian Capital Territory
2019-2020,NSW,Ash,Other disposal,Long-term storage,1290244.591,Non-core waste,New South Wales
2019-2020,NSW,Ash,Recycling,Recycling,4416477.882,Non-core waste,New South Wales
2019-2020,NSW,Biosolids,Other disposal,Disposal,0,Core waste,New South Wales
2019-2020,NSW,Biosolids,Recycling,Recycling,352084.4169,Core waste,New South Wales
2019-2020,NSW,Building and demolition materials,Landfill,Disposal,1991593.894,Core waste,New South Wales
2019-2020,NSW,Building and demolition materials,Recycling,Recycling,6327186.173,Core waste,New South Wales
2019-2020,NSW,Glass,Landfill,Disposal,159198.8632,Core waste,New South Wales
2019-2020,NSW,Glass,Recycling,Recycling,321706.9222,Core waste,New South Wales
2019-2020,NSW,Hazardous wastes,Energy from waste facility,Energy recovery,46706.69728,Core waste,New South Wales
2019-2020,NSW,Hazardous wastes,Landfill,Disposal,1805755.449,Core waste,New South Wales
2019-2020,NSW,Hazardous wastes,Other disposal,Disposal,7930.58941,Core waste,New South Wales
2019-2020,NSW,Hazardous wastes,Recycling,Recycling,250309.4027,Core waste,New South Wales
2019-2020,NSW,Hazardous wastes,Treatment,Disposal,54555.58028,Core waste,New South Wales
2019-2020,NSW,Hazardous wastes,Treatment,Energy recovery,20487.60566,Core waste,New South Wales
2019-2020,NSW,Hazardous wastes,Treatment,Recycling,163543.4482,Core waste,New South Wales
2019-2020,NSW,Metals,Landfill,Disposal,207888.8898,Core waste,New South Wales
2019-2020,NSW,Metals,Recycling,Recycling,1711294.622,Core waste,New South Wales
2019-2020,NSW,Organics,Anaerobic digestion,Recycling,47778.5,Core waste,New South Wales
2019-2020,NSW,Organics,Energy from waste facility,Energy recovery,0,Core waste,New South Wales
2019-2020,NSW,Organics,Landfill,Disposal,1581040.223,Core waste,New South Wales
2019-2020,NSW,Organics,Landfill,Energy recovery,383505.3038,Core waste,New South Wales
2019-2020,NSW,Organics,Recycling,Recycling,1781200.863,Core waste,New South Wales
2019-2020,NSW,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,New South Wales
2019-2020,NSW,Paper & cardboard,Landfill,Disposal,771867.5163,Core waste,New South Wales
2019-2020,NSW,Paper & cardboard,Landfill,Energy recovery,156347.4901,Core waste,New South Wales
2019-2020,NSW,Paper & cardboard,Recycling,Recycling,994417.8309,Core waste,New South Wales
2019-2020,NSW,Plastics,Landfill,Disposal,596763.6228,Core waste,New South Wales
2019-2020,NSW,Plastics,Recycling,Recycling,87146.71911,Core waste,New South Wales
2019-2020,NSW,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,New South Wales
2019-2020,NSW,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,194190.6945,Core waste,New South Wales
2019-2020,NSW,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,40304.12592,Core waste,New South Wales
2019-2020,NSW,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,2408.612943,Core waste,New South Wales
2019-2020,NSW,Unclassified materials,Landfill,Disposal,238873.6071,Core waste,New South Wales
2019-2020,NSW,Unclassified materials,Recycling,Recycling,20470.001,Core waste,New South Wales
2019-2020,NT,Biosolids,Other disposal,Disposal,2719.945552,Core waste,Northern Territory
2019-2020,NT,Biosolids,Recycling,Recycling,12239.75498,Core waste,Northern Territory
2019-2020,NT,Building and demolition materials,Landfill,Disposal,70261.38614,Core waste,Northern Territory
2019-2020,NT,Building and demolition materials,Recycling,Recycling,10960,Core waste,Northern Territory
2019-2020,NT,Glass,Landfill,Disposal,9108.424617,Core waste,Northern Territory
2019-2020,NT,Glass,Recycling,Recycling,5415.45,Core waste,Northern Territory
2019-2020,NT,Hazardous wastes,Energy from waste facility,Energy recovery,1065.217391,Core waste,Northern Territory
2019-2020,NT,Hazardous wastes,Landfill,Disposal,21949.44912,Core waste,Northern Territory
2019-2020,NT,Hazardous wastes,Other disposal,Disposal,771.3730417,Core waste,Northern Territory
2019-2020,NT,Hazardous wastes,Recycling,Recycling,17085.13819,Core waste,Northern Territory
2019-2020,NT,Hazardous wastes,Treatment,Disposal,1961.363199,Core waste,Northern Territory
2019-2020,NT,Hazardous wastes,Treatment,Energy recovery,2011.234326,Core waste,Northern Territory
2019-2020,NT,Hazardous wastes,Treatment,Recycling,9816.503455,Core waste,Northern Territory
2019-2020,NT,Metals,Landfill,Disposal,11473.91368,Core waste,Northern Territory
2019-2020,NT,Metals,Recycling,Recycling,3233.67,Core waste,Northern Territory
2019-2020,NT,Organics,Energy from waste facility,Energy recovery,0,Core waste,Northern Territory
2019-2020,NT,Organics,Landfill,Disposal,115919.2916,Core waste,Northern Territory
2019-2020,NT,Organics,Landfill,Energy recovery,364.8680791,Core waste,Northern Territory
2019-2020,NT,Organics,Recycling,Recycling,928.71,Core waste,Northern Territory
2019-2020,NT,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Northern Territory
2019-2020,NT,Paper & cardboard,Landfill,Disposal,35015.6056,Core waste,Northern Territory
2019-2020,NT,Paper & cardboard,Landfill,Energy recovery,88.45212157,Core waste,Northern Territory
2019-2020,NT,Paper & cardboard,Recycling,Recycling,592.93,Core waste,Northern Territory
2019-2020,NT,Plastics,Landfill,Disposal,40306.73059,Core waste,Northern Territory
2019-2020,NT,Plastics,Recycling,Recycling,945.1113209,Core waste,Northern Territory
2019-2020,NT,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,Northern Territory
2019-2020,NT,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,11749.3723,Core waste,Northern Territory
2019-2020,NT,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,30.59450991,Core waste,Northern Territory
2019-2020,NT,Unclassified materials,Landfill,Disposal,0,Core waste,Northern Territory
2019-2020,Qld,Ash,Other disposal,Long-term storage,3768297.369,Non-core waste,Queensland
2019-2020,Qld,Ash,Recycling,Recycling,777296.5621,Non-core waste,Queensland
2019-2020,Qld,Biosolids,Other disposal,Disposal,0,Core waste,Queensland
2019-2020,Qld,Biosolids,Recycling,Recycling,299142.8571,Core waste,Queensland
2019-2020,Qld,Building and demolition materials,Landfill,Disposal,675943.7111,Core waste,Queensland
2019-2020,Qld,Building and demolition materials,Recycling,Recycling,1947733,Core waste,Queensland
2019-2020,Qld,Glass,Landfill,Disposal,127750.7137,Core waste,Queensland
2019-2020,Qld,Glass,Recycling,Recycling,82946,Core waste,Queensland
2019-2020,Qld,Hazardous wastes,Energy from waste facility,Energy recovery,28350.14837,Core waste,Queensland
2019-2020,Qld,Hazardous wastes,Landfill,Disposal,604276.6581,Core waste,Queensland
2019-2020,Qld,Hazardous wastes,Other disposal,Disposal,33863.57671,Core waste,Queensland
2019-2020,Qld,Hazardous wastes,Recycling,Recycling,547487.1206,Core waste,Queensland
2019-2020,Qld,Hazardous wastes,Treatment,Disposal,122901.017,Core waste,Queensland
2019-2020,Qld,Hazardous wastes,Treatment,Energy recovery,11274.90999,Core waste,Queensland
2019-2020,Qld,Hazardous wastes,Treatment,Recycling,113262.7278,Core waste,Queensland
2019-2020,Qld,Metals,Landfill,Disposal,150176.8096,Core waste,Queensland
2019-2020,Qld,Metals,Recycling,Recycling,858989,Core waste,Queensland
2019-2020,Qld,Organics,Energy from waste facility,Energy recovery,38334,Core waste,Queensland
2019-2020,Qld,Organics,Landfill,Disposal,1231234.111,Core waste,Queensland
2019-2020,Qld,Organics,Landfill,Energy recovery,352411.5537,Core waste,Queensland
2019-2020,Qld,Organics,Recycling,Recycling,815736,Core waste,Queensland
2019-2020,Qld,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Queensland
2019-2020,Qld,Paper & cardboard,Landfill,Disposal,384033.5434,Core waste,Queensland
2019-2020,Qld,Paper & cardboard,Landfill,Energy recovery,80805.33663,Core waste,Queensland
2019-2020,Qld,Paper & cardboard,Recycling,Recycling,533631.1593,Core waste,Queensland
2019-2020,Qld,Plastics,Landfill,Disposal,541282.2956,Core waste,Queensland
2019-2020,Qld,Plastics,Recycling,Recycling,35221.663,Core waste,Queensland
2019-2020,Qld,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,Queensland
2019-2020,Qld,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,126330.5517,Core waste,Queensland
2019-2020,Qld,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,26552.37335,Core waste,Queensland
2019-2020,Qld,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,79,Core waste,Queensland
2019-2020,Qld,Unclassified materials,Landfill,Disposal,0,Core waste,Queensland
2019-2020,Qld,Unclassified materials,Recycling,Recycling,0,Core waste,Queensland
2019-2020,Qld,Unclassified materials,Waste reuse,Waste reuse,26030,Core waste,Queensland
2019-2020,SA,Ash,Other disposal,Long-term storage,0,Non-core waste,South Australia
2019-2020,SA,Ash,Recycling,Recycling,0,Non-core waste,South Australia
2019-2020,SA,Biosolids,Other disposal,Disposal,1510.822511,Core waste,South Australia
2019-2020,SA,Biosolids,Recycling,Recycling,149571.4286,Core waste,South Australia
2019-2020,SA,Building and demolition materials,Landfill,Disposal,259845.3308,Core waste,South Australia
2019-2020,SA,Building and demolition materials,Recycling,Recycling,1696376.194,Core waste,South Australia
2019-2020,SA,Glass,Landfill,Disposal,14503.63547,Core waste,South Australia
2019-2020,SA,Glass,Recycling,Recycling,78300,Core waste,South Australia
2019-2020,SA,Hazardous wastes,Energy from waste facility,Energy recovery,12786.88525,Core waste,South Australia
2019-2020,SA,Hazardous wastes,Landfill,Disposal,93733.50317,Core waste,South Australia
2019-2020,SA,Hazardous wastes,Other disposal,Disposal,5092.360453,Core waste,South Australia
2019-2020,SA,Hazardous wastes,Recycling,Recycling,130788.4501,Core waste,South Australia
2019-2020,SA,Hazardous wastes,Treatment,Disposal,37038.49195,Core waste,South Australia
2019-2020,SA,Hazardous wastes,Treatment,Energy recovery,6132.248125,Core waste,South Australia
2019-2020,SA,Hazardous wastes,Treatment,Recycling,124544.0552,Core waste,South Australia
2019-2020,SA,Metals,Landfill,Disposal,21863.52687,Core waste,South Australia
2019-2020,SA,Metals,Recycling,Recycling,280370,Core waste,South Australia
2019-2020,SA,Organics,Energy from waste facility,Energy recovery,127000,Core waste,South Australia
2019-2020,SA,Organics,Landfill,Disposal,224599.5881,Core waste,South Australia
2019-2020,SA,Organics,Landfill,Energy recovery,67020.78908,Core waste,South Australia
2019-2020,SA,Organics,Recycling,Recycling,947616,Core waste,South Australia
2019-2020,SA,Organics,Waste reuse,Waste reuse,4200,Core waste,South Australia
2019-2020,SA,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,South Australia
2019-2020,SA,Paper & cardboard,Landfill,Disposal,54923.97141,Core waste,South Australia
2019-2020,SA,Paper & cardboard,Landfill,Energy recovery,11496.71268,Core waste,South Australia
2019-2020,SA,Paper & cardboard,Recycling,Recycling,194000,Core waste,South Australia
2019-2020,SA,Plastics,Energy from waste facility,Energy recovery,12700,Core waste,South Australia
2019-2020,SA,Plastics,Landfill,Disposal,43071.94181,Core waste,South Australia
2019-2020,SA,Plastics,Landfill,Energy recovery,0,Core waste,South Australia
2019-2020,SA,Plastics,Recycling,Recycling,29700,Core waste,South Australia
2019-2020,SA,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,South Australia
2019-2020,SA,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,29593.03708,Core waste,South Australia
2019-2020,SA,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,6347.963505,Core waste,South Australia
2019-2020,SA,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,900,Core waste,South Australia
2019-2020,SA,Unclassified materials,Landfill,Disposal,0,Core waste,South Australia
2019-2020,SA,Unclassified materials,Recycling,Recycling,0,Core waste,South Australia
2019-2020,SA,Unclassified materials,Waste reuse,Waste reuse,1600,Core waste,South Australia
2019-2020,Tas,Biosolids,Other disposal,Disposal,3021.645022,Core waste,Tasmania
2019-2020,Tas,Biosolids,Recycling,Recycling,30552.18855,Core waste,Tasmania
2019-2020,Tas,Building and demolition materials,Landfill,Disposal,77866.46621,Core waste,Tasmania
2019-2020,Tas,Building and demolition materials,Recycling,Recycling,1417.726393,Core waste,Tasmania
2019-2020,Tas,Glass,Landfill,Disposal,12324.69236,Core waste,Tasmania
2019-2020,Tas,Glass,Recycling,Recycling,13654.84652,Core waste,Tasmania
2019-2020,Tas,Hazardous wastes,Energy from waste facility,Energy recovery,3633.027523,Core waste,Tasmania
2019-2020,Tas,Hazardous wastes,Landfill,Disposal,75854.77522,Core waste,Tasmania
2019-2020,Tas,Hazardous wastes,Other disposal,Disposal,4816.721217,Core waste,Tasmania
2019-2020,Tas,Hazardous wastes,Recycling,Recycling,246379.9628,Core waste,Tasmania
2019-2020,Tas,Hazardous wastes,Treatment,Disposal,8890.608254,Core waste,Tasmania
2019-2020,Tas,Hazardous wastes,Treatment,Energy recovery,2029.004731,Core waste,Tasmania
2019-2020,Tas,Hazardous wastes,Treatment,Recycling,61459.52827,Core waste,Tasmania
2019-2020,Tas,Metals,Landfill,Disposal,16015.19793,Core waste,Tasmania
2019-2020,Tas,Metals,Recycling,Recycling,6754.489029,Core waste,Tasmania
2019-2020,Tas,Organics,Energy from waste facility,Energy recovery,0,Core waste,Tasmania
2019-2020,Tas,Organics,Landfill,Disposal,125500.739,Core waste,Tasmania
2019-2020,Tas,Organics,Landfill,Energy recovery,36545.09099,Core waste,Tasmania
2019-2020,Tas,Organics,Recycling,Recycling,21739.21,Core waste,Tasmania
2019-2020,Tas,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Tasmania
2019-2020,Tas,Paper & cardboard,Landfill,Disposal,42252.42498,Core waste,Tasmania
2019-2020,Tas,Paper & cardboard,Landfill,Energy recovery,9374.420016,Core waste,Tasmania
2019-2020,Tas,Paper & cardboard,Recycling,Recycling,35985.33263,Core waste,Tasmania
2019-2020,Tas,Plastics,Landfill,Disposal,59016.51851,Core waste,Tasmania
2019-2020,Tas,Plastics,Recycling,Recycling,4828.257117,Core waste,Tasmania
2019-2020,Tas,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,Tasmania
2019-2020,Tas,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,15702.34838,Core waste,Tasmania
2019-2020,Tas,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,3571.101617,Core waste,Tasmania
2019-2020,Tas,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,253.1654273,Core waste,Tasmania
2019-2020,Tas,Unclassified materials,Landfill,Disposal,0,Core waste,Tasmania
2019-2020,Vic,Ash,Other disposal,Long-term storage,869276.7137,Non-core waste,Victoria
2019-2020,Vic,Ash,Recycling,Recycling,0,Non-core waste,Victoria
2019-2020,Vic,Biosolids,Other disposal,Disposal,176934.1029,Core waste,Victoria
2019-2020,Vic,Biosolids,Recycling,Recycling,393821.0678,Core waste,Victoria
2019-2020,Vic,Building and demolition materials,Landfill,Disposal,1185336.977,Core waste,Victoria
2019-2020,Vic,Building and demolition materials,Recycling,Recycling,6538689,Core waste,Victoria
2019-2020,Vic,Glass,Landfill,Disposal,202719.3618,Core waste,Victoria
2019-2020,Vic,Glass,Recycling,Recycling,300716.62,Core waste,Victoria
2019-2020,Vic,Hazardous wastes,Energy from waste facility,Energy recovery,48527.93594,Core waste,Victoria
2019-2020,Vic,Hazardous wastes,Landfill,Disposal,914231.47,Core waste,Victoria
2019-2020,Vic,Hazardous wastes,Other disposal,Disposal,7352.760164,Core waste,Victoria
2019-2020,Vic,Hazardous wastes,Recycling,Recycling,367696.1576,Core waste,Victoria
2019-2020,Vic,Hazardous wastes,Treatment,Disposal,159564.5431,Core waste,Victoria
2019-2020,Vic,Hazardous wastes,Treatment,Energy recovery,17592.35579,Core waste,Victoria
2019-2020,Vic,Hazardous wastes,Treatment,Recycling,393920.255,Core waste,Victoria
2019-2020,Vic,Metals,Landfill,Disposal,176239.8802,Core waste,Victoria
2019-2020,Vic,Metals,Recycling,Recycling,1398174.484,Core waste,Victoria
2019-2020,Vic,Organics,Anaerobic digestion,Recycling,30687,Core waste,Victoria
2019-2020,Vic,Organics,Energy from waste facility,Energy recovery,2260,Core waste,Victoria
